grower,farm,field,field_fvid,lat,lng,year,tmin,tmax,gdd,cpba_count,cpba_value,cpbl_count,cpbl_value,cum_gdd,croptype,clas_prop,wei_prop,clas_intensity,wei_intensity,summer_avg_temp,summer_hottest_temp,summer_coldest_temp,summer_avg_percip,summer_heavy_rainfall_days,summer_temp_variability,summer_cold_days,winter_avg_temp,winter_hottest_temp,winter_coldest_temp,winter_heavy_rainfall_days,winter_temp_variability,winter_warm_day_count,winter_extreme_cold_days,spring_frost_free_days
Gumz Muck Farms,CX,3S,63413,43.73414661,-89.51265319,2019,46.3096617714165,86.4464877720575,16.8948946587573,1.9375,1.9375,5.16666666666667,5.16666666666667,1583.87134789215,43,0.4,0.533333333333333,0.10639217901609,0.110391743871238,18.36393442622951,32.9,0.3,2.287671232876712,0.0,4.9114820030963084,10.0,-6.449438202247191,9.1,-34.5,0.0,6.87227836369202,1.0,23.0,3.0
Gumz Muck Farms,CX,4N,63414,43.74164161,-89.50654096,2019,48.4944176621271,85.3971693981372,16.5105855970425,0.933333333333333,0.933333333333333,1.80555555555556,1.80555555555556,1855.86488937922,43,0.4,0.533333333333333,0.118629508458298,0.119158222089105,18.36393442622951,32.9,0.3,2.287671232876712,0.0,4.9114820030963084,10.0,-6.449438202247191,9.1,-34.5,0.0,6.87227836369202,1.0,23.0,3.0
Gumz Muck Farms,Buller,E. of Woods,63424,43.65442825,-89.51093232,2019,46.6482382346939,86.47213594866,16.4079290775402,0.263636363636364,0.263636363636364,1.205,1.33333333333333,1717.15075883807,14,0.2,0.266666666666667,0.0207926740642446,0.0238938251854385,18.36393442622951,32.9,0.3,2.287671232876712,0.0,4.9114820030963084,10.0,-6.449438202247191,9.1,-34.5,0.0,6.87227836369202,1.0,23.0,3.0
Gumz Muck Farms,Lewiston,L1,63433,43.61068908,-89.61759755,2019,47.9638297375211,86.4398233571003,17.431149315949,1.735,1.735,4.86666666666667,4.86666666666667,1794.4217649278,43,0.4,0.533333333333333,0.0424582103205772,0.0563901513661753,18.36393442622951,32.9,0.3,6.72542372881356,0.0,4.9114820030963084,10.0,-6.449438202247191,9.1,-34.5,0.0,6.87227836369202,1.0,23.0,3.0
Gumz Muck Farms,Lewiston,L4,63436,43.60706584,-89.62992214,2019,46.1783445272258,86.45,17.9349088217862,5.46428571428571,5.46428571428571,5.78888888888889,5.78888888888889,1356.6755430918,43,0.2,0.333333333333333,0.0427047563537257,0.056687767552853,18.36393442622951,32.9,0.3,6.72542372881356,0.0,4.9114820030963084,10.0,-6.449438202247191,9.1,-34.5,0.0,6.87227836369202,1.0,23.0,3.0
Gary Bula,Gary Bula Farms,P4,63508,43.78525126,-89.69845438,2019,45.5528876417747,86.7024964934845,15.8925024184306,0.807692307692308,0.875,1.61538461538462,1.75,1733.14248804981,43,0.2,0.333333333333333,0.0735790818409328,0.0926367505769334,18.36393442622951,32.9,0.3,2.193495934959349,0.0,4.9114820030963084,10.0,-6.449438202247191,9.1,-34.5,0.0,6.87227836369202,1.0,23.0,3.0
Gumz Muck Farms,CX,N. Conservancy,63512,43.75189389,-89.5084179,2019,46.2941285434651,84.4540088600161,16.2485228147887,1.01428571428571,1.01428571428571,2.2,2.2,1341.22733612904,43,0.4,0.466666666666667,0.0515453571970378,0.0504886089751487,18.36393442622951,32.9,0.3,2.287671232876712,0.0,4.9114820030963084,10.0,-6.449438202247191,9.1,-34.5,0.0,6.87227836369202,1.0,23.0,3.0
Gumz Muck Farms,CX,5S,63523,43.73773337,-89.50000115,2019,48.583569251141,84.5399952740335,15.2419658534079,0.622222222222222,0.622222222222222,3.38888888888889,3.38888888888889,1856.63641402187,61,0.2,0.2,0.0972502976818484,0.0939681185666161,18.36393442622951,32.9,0.3,2.287671232876712,0.0,4.9114820030963084,10.0,-6.449438202247191,9.1,-34.5,0.0,6.87227836369202,1.0,23.0,3.0
Gumz Muck Farms,Good Earth,56,63525,43.68205792,-89.5003023,2019,46.4771228049854,86.4663020447194,16.093484072881,1.10416666666667,1.10416666666667,3.66818181818182,3.66818181818182,1788.14759603998,43,0.2,0.333333333333333,0.0319079912502419,0.0332049081352548,18.36393442622951,32.9,0.3,2.287671232876712,0.0,4.9114820030963084,10.0,-6.449438202247191,9.1,-34.5,0.0,6.87227836369202,1.0,23.0,3.0
Gumz Muck Farms,Buller,W. Lane,63533,43.66390114,-89.50491261,2019,48.7422674704943,85.568401128035,16.2424230712148,0.361111111111111,0.361111111111111,1.44,1.44,1875.61153329391,43,0.2,0.333333333333333,0.0200667384653697,0.0219908602390202,18.36393442622951,32.9,0.3,2.287671232876712,0.0,4.9114820030963084,10.0,-6.449438202247191,9.1,-34.5,0.0,6.87227836369202,1.0,23.0,3.0
Gumz Muck Farms,Lewiston W,E. 127,63548,43.60812698,-89.65102521,2019,47.7084766538241,86.45,17.4210882818716,0.375,0.375,0.8,0.8,1794.52039920434,43,0.4,0.533333333333333,0.0138826306580807,0.0167818512787503,18.36393442622951,32.9,0.3,6.72542372881356,0.0,4.9114820030963084,10.0,-6.449438202247191,9.1,-34.5,0.0,6.87227836369202,1.0,23.0,3.0
Heartland Farms,Monday,C-1,63555,44.05804928,-89.64352963,2019,45.5963854717281,86.1805627228064,15.7918750699974,1.75,1.75,4.18181818181818,4.18181818181818,1685.40130147382,43,0.4,0.466666666666667,0.128564463136766,0.123023589693497,17.885714285714283,32.8,-1.1,2.61,3.0,4.891504184482844,10.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
Heartland Farms,Wednesday,C-11,63557,44.04381385,-89.60310852,2019,46.1165680794398,86.045679600415,16.0159300609493,1.34615384615385,1.34615384615385,1.66666666666667,1.66666666666667,1608.06513321823,43,0.4,0.466666666666667,0.194150834767086,0.207742873504477,17.885714285714283,32.8,-1.1,2.61,3.0,4.891504184482844,10.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
Heartland Farms,Monday,C-12,63558,44.04197251,-89.58660336,2019,46.0614031084196,85.9921765389145,15.9790940025859,0.576923076923077,0.576923076923077,1.18181818181818,1.18181818181818,1602.86549072607,43,0.4,0.533333333333333,0.260465419554142,0.288646431120966,17.885714285714283,32.8,-1.1,2.61,3.0,4.891504184482844,10.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
Heartland Farms,Monday,C-16,63562,44.04556553,-89.58036299,2019,46.0440777542195,85.9186527563675,16.1625597082728,1.71428571428571,1.71428571428571,3.16666666666667,3.16666666666667,1737.53869314986,43,0.4,0.466666666666667,0.253405434650286,0.284145248779448,17.885714285714283,32.8,-1.1,2.61,3.0,4.891504184482844,10.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
Heartland Farms,Monday,C-17,63563,44.04770947,-89.59314953,2019,46.1030728267113,85.9461050472522,15.4273624257838,1.76923076923077,1.76923076923077,3.45454545454545,3.45454545454545,1742.22657068529,43,0.4,0.466666666666667,0.210483738263677,0.232073061688891,17.885714285714283,32.8,-1.1,2.61,3.0,4.891504184482844,10.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
Heartland Farms,Monday,C-18,63564,44.04889448,-89.58484648,2019,45.657163603065,85.8948782654266,15.6836314737963,1.0,1.0,2.25,2.25,1669.88021529021,43,0.6,0.6,0.222742606406551,0.249530537741476,17.885714285714283,32.8,-1.1,2.61,3.0,4.891504184482844,10.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
Heartland Farms,Monday,C-21,63567,44.03326827,-89.62244857,2019,46.0330192883901,86.2790770444345,16.0666323947449,5.0,5.0,10.3181818181818,11.3,1614.87075230305,43,0.4,0.466666666666667,0.145735429807033,0.138657714969881,17.885714285714283,32.8,-1.1,2.61,3.0,4.891504184482844,10.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
Heartland Farms,Monday,C-28,63574,44.05974527,-89.65359563,2019,45.95,86.2528794009962,16.094374531598,1.33076923076923,1.33076923076923,4.20454545454545,4.6,1616.68720640067,43,0.4,0.4,0.08450867322496,0.0832097898173592,17.885714285714283,32.8,-1.1,2.61,3.0,4.891504184482844,10.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
Heartland Farms,Monday,C-4,63577,44.05079804,-89.62335971,2019,46.0290831741878,86.0990658383174,16.0389791829002,2.21153846153846,2.375,5.95454545454545,6.5,1610.70397603093,43,0.4,0.466666666666667,0.143483954731949,0.141365151690831,17.885714285714283,32.8,-1.1,2.61,3.0,4.891504184482844,10.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
Heartland Farms,Monday,C-6,63579,44.04567373,-89.63125847,2019,45.9949606228608,86.2041181576051,16.1375565504767,4.15384615384615,4.15384615384615,7.97916666666667,8.63636363636364,1673.01135205853,43,0.4,0.466666666666667,0.133430777581569,0.137038387767679,17.885714285714283,32.8,-1.1,2.61,3.0,4.891504184482844,10.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
Heartland Farms,Thursday,H-1,63585,44.11565,-89.60302715,2019,49.9416039539109,88.6184871535854,16.6334285508287,6.75,6.75,7.77777777777778,7.77777777777778,1572.12606869189,43,0.4,0.466666666666667,0.15111584778114,0.153286312257452,18.0327868852459,32.8,-1.1,2.9142857142857146,3.0,4.947400062224032,11.0,-7.24494382022472,8.3,-34.4,1.0,6.868009027962297,0.0,29.0,3.0
Heartland Farms,Monday,H-12,63588,44.13008927,-89.64331423,2019,50.0002639370812,88.602352005723,16.3067394567767,4.23076923076923,4.23076923076923,5.36363636363636,5.36363636363636,1652.89874585905,43,0.4,0.4,0.201632123264339,0.176860743680848,18.0327868852459,32.8,-1.1,2.9142857142857146,3.0,4.947400062224032,11.0,-7.24494382022472,8.3,-34.4,1.0,6.868009027962297,0.0,29.0,3.0
Heartland Farms,Monday,H-18,63594,44.13736266,-89.65316076,2019,50.0008074078587,88.558728169096,16.2991667319549,3.61538461538462,3.61538461538462,5.54545454545455,5.54545454545455,1653.26468938041,43,0.4,0.466666666666667,0.175250203382315,0.18000385061849,18.34344262295082,33.3,0.6,3.1061224489795918,3.0,4.87742290211769,11.0,-7.384269662921348,9.4,-34.4,0.0,6.899537186000305,0.0,27.0,3.0
Heartland Farms,Tuesday,H-42,63603,44.15205661,-89.53757755,2019,49.9914586618032,88.4388802305687,16.5345399818401,3.6875,3.6875,7.13636363636364,7.13636363636364,1565.10610577094,43,0.4,0.533333333333333,0.20907242449112,0.189361138423109,18.0327868852459,32.8,-1.1,2.9142857142857146,3.0,4.947400062224032,11.0,-7.24494382022472,8.3,-34.4,1.0,6.868009027962297,0.0,29.0,3.0
Heartland Farms,Monday,H-43,63604,44.13018817,-89.53803895,2019,48.7423321350051,88.4716866849018,15.5449342744307,1.94615384615385,1.94615384615385,6.54166666666667,6.54166666666667,1562.76931679127,43,0.4,0.533333333333333,0.14602519934959,0.149360266717593,17.885714285714283,32.8,-1.1,2.61,3.0,4.891504184482844,10.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
Heartland Farms,Monday,K-11,63622,44.23209307,-89.36980864,2019,45.4211279913584,88.9921171677448,15.8491254389798,1.04166666666667,1.04166666666667,2.0,2.0,1519.84759171357,43,0.4,0.466666666666667,0.126889806387338,0.121850374468631,18.14918032786885,32.9,-1.1,2.61,3.0,5.006825851545966,10.0,-6.495402298850574,8.3,-33.3,1.0,6.339941824360356,0.0,24.0,3.0
Heartland Farms,Monday,K-12,63623,44.22678385,-89.38010489,2019,45.3629251910012,88.9669268367907,14.9253319662738,1.04166666666667,1.04166666666667,1.75,1.75,1519.73978510533,43,0.4,0.466666666666667,0.18310278829506,0.181261047563234,18.14918032786885,32.9,-1.1,2.61,3.0,5.006825851545966,10.0,-6.495402298850574,8.3,-33.3,1.0,6.339941824360356,0.0,24.0,3.0
Heartland Farms,Monday,K-16,63626,44.21793396,-89.41108346,2019,50.61548669003,91.4134762592154,16.5610680025047,1.96923076923077,1.96923076923077,4.425,4.77777777777778,1563.04086500551,43,0.4,0.466666666666667,0.206291628264051,0.212070601203276,18.14918032786885,32.9,-1.1,2.61,3.0,5.006825851545966,10.0,-6.495402298850574,8.3,-33.3,1.0,6.339941824360356,0.0,24.0,3.0
Heartland Farms,Monday,K-17,63627,44.20051879,-89.44497412,2019,50.6696096354026,91.7246070513578,16.4174466428779,1.41666666666667,1.41666666666667,2.19090909090909,2.19090909090909,1582.0305409067,43,0.4,0.466666666666667,0.0697606876801517,0.0884794804175045,17.885714285714283,32.8,-1.1,2.61,3.0,4.891504184482844,10.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
Heartland Farms,Wednesday,H-64,63630,44.08855717,-89.57783452,2019,45.3493822944213,84.9154368644056,15.9652149732004,2.92142857142857,2.92142857142857,3.34615384615385,3.34615384615385,1656.87032833903,43,0.4,0.533333333333333,0.237303102167328,0.274242471896372,17.885714285714283,32.8,-1.1,2.61,3.0,4.891504184482844,10.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
Heartland Farms,Thursday,H-65,63631,44.08491105,-89.58543698,2019,46.2363562229701,85.5882791482131,15.9152230670688,1.25,1.33333333333333,2.22916666666667,2.40909090909091,1581.95452273106,43,0.4,0.466666666666667,0.22648056339586,0.259685849010057,17.885714285714283,32.8,-1.1,2.61,3.0,4.891504184482844,10.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
Heartland Farms,Monday,J-10,63637,44.32036966,-89.46293415,2019,45.3465193047368,87.9689874340428,15.0223205490659,0.892857142857143,0.892857142857143,1.83333333333333,1.83333333333333,1609.65333469756,43,0.4,0.466666666666667,0.08867982585529,0.0866155072008781,16.5739837398374,31.4,-2.0,3.1061224489795918,3.0,4.916363400085538,19.0,-8.582222222222223,7.2,-33.7,0.0,6.829275674784059,0.0,31.0,3.0
Heartland Farms,Monday,B-35,63665,44.27625108,-89.52005167,2019,45.7796666731789,88.2400787571158,15.3444025590063,4.41666666666667,4.41666666666667,6.08333333333333,6.08333333333333,1655.50067690537,43,0.4,0.466666666666667,0.220115648234639,0.222643008185757,18.28780487804878,33.3,0.6,3.1061224489795918,3.0,4.879693375308039,11.0,-7.377777777777776,9.4,-34.4,0.0,6.86094267080588,0.0,28.0,3.0
Heartland Farms,Monday,W-29,63670,44.26876094,-89.15855176,2019,45.2030420432794,91.6590742564267,16.2643202639475,0.75,0.75,1.4,1.4,1775.49668812167,43,0.4,0.466666666666667,0.0478295731077443,0.0500380455328209,18.916393442622947,34.4,1.5,2.61,3.0,4.930581925585997,9.0,-5.586206896551724,9.8,-32.8,1.0,6.286922055619926,0.0,21.0,3.0
Heartland Farms,Monday,H-33,63672,44.11621138,-89.59306803,2019,49.9683112708097,88.5800571205444,16.6104243216009,4.41666666666667,4.41666666666667,7.55555555555556,8.0,1569.93435200562,43,0.4,0.466666666666667,0.140878940788878,0.142020372831867,18.0327868852459,32.8,-1.1,2.9142857142857146,3.0,4.947400062224032,11.0,-7.24494382022472,8.3,-34.4,1.0,6.868009027962297,0.0,29.0,3.0
Heartland Farms,Monday,W-26,63673,44.2960469,-89.20109641,2019,45.0243574432996,91.593255718709,16.7006099746668,3.28571428571429,3.28571428571429,3.66666666666667,3.66666666666667,1695.50573034084,43,0.4,0.466666666666667,0.062764747039559,0.0667179145473226,18.916393442622947,34.4,1.5,2.61,3.0,4.930581925585997,9.0,-5.586206896551724,9.8,-32.8,1.0,6.286922055619926,0.0,21.0,3.0
Heartland Farms,Thursday,H-52,63702,44.08668359,-89.56786338,2019,46.2831595241725,85.5047040413788,15.9175286481852,3.175,3.175,5.75,5.75,1575.84215757925,43,0.4,0.466666666666667,0.268902067546063,0.29641205393659,17.885714285714283,32.8,-1.1,2.61,3.0,4.891504184482844,10.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
Heartland Farms,Monday,H-53,63703,44.08150275,-89.56870938,2019,46.242215393507,85.5307399407008,15.8826692887592,1.7,1.7,2.09090909090909,2.09090909090909,1576.18662318234,43,0.4,0.4,0.297058274907459,0.326299027566284,17.885714285714283,32.8,-1.1,2.61,3.0,4.891504184482844,10.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
Heartland Farms,Thursday,H-54,63704,44.07243896,-89.57449974,2019,45.4396513077456,85.5949097320053,16.1716646652983,1.03571428571429,1.03571428571429,3.16666666666667,3.16666666666667,1656.61834625136,43,0.4,0.533333333333333,0.252334170888997,0.275646859989271,17.885714285714283,32.8,-1.1,2.61,3.0,4.891504184482844,10.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
Heartland Farms,Monday,J-1,63706,44.231894,-89.44089647,2019,45.6289006067569,88.4537617055877,15.0919016234585,1.0,1.0,2.8,2.8,1425.20836710768,43,0.4,0.466666666666667,0.0698797694089012,0.0841810437283111,18.0327868852459,32.8,-1.1,2.9142857142857146,3.0,4.947400062224032,11.0,-7.24494382022472,8.3,-34.4,1.0,6.868009027962297,0.0,29.0,3.0
Heartland Farms,Monday,J-25,63709,44.21224293,-89.37965502,2019,50.5645054820034,91.40270300117,16.3289015090652,2.17307692307692,2.17307692307692,2.3375,2.54545454545455,1677.08709177649,43,0.4,0.466666666666667,0.122100391322997,0.13472716484351,18.14918032786885,32.9,-1.1,2.61,3.0,5.006825851545966,10.0,-6.495402298850574,8.3,-33.3,1.0,6.339941824360356,0.0,24.0,3.0
Heartland Farms,Monday,J-26,63710,44.20309266,-89.38596331,2019,50.5061098485619,91.5108089556758,16.9862031674577,2.35,2.35,2.15,2.15,1476.50089101946,43,0.4,0.466666666666667,0.172389166237429,0.175872923737297,18.14918032786885,32.9,-1.1,2.61,3.0,5.006825851545966,10.0,-6.495402298850574,8.3,-33.3,1.0,6.339941824360356,0.0,24.0,3.0
Heartland Farms,Friday,K-19,63718,44.22270629,-89.51717749,2019,45.6834743150336,88.5201804544171,15.535909267092,3.5,3.5,8.1,8.1,1681.90182432474,43,0.4,0.466666666666667,0.165291238646663,0.165050307820854,18.0327868852459,32.8,-1.1,2.9142857142857146,3.0,4.947400062224032,11.0,-7.24494382022472,8.3,-34.4,1.0,6.868009027962297,0.0,29.0,3.0
Heartland Farms,Friday,K-21,63721,44.34992163,-89.47879331,2019,45.2827360561804,87.7594263618952,14.9455626244416,0.821428571428571,0.821428571428571,2.63636363636364,2.63636363636364,1605.14065743054,43,0.4,0.466666666666667,0.074875586952341,0.085703993000255,16.5739837398374,31.4,-2.0,2.1113636363636363,1.0,4.916363400085538,19.0,-8.582222222222223,7.2,-33.7,0.0,6.829275674784059,0.0,31.0,3.0
Heartland Farms,Thursday,H-56,63725,44.07219879,-89.55783057,2019,46.175621821503,84.7843781784971,15.3005990513064,1.60714285714286,1.60714285714286,4.45454545454545,4.45454545454545,1716.06986996473,43,0.4,0.466666666666667,0.253283773865234,0.254268333369082,17.885714285714283,32.8,-1.1,2.61,3.0,4.891504184482844,10.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
Heartland Farms,Thursday,H-59,63728,44.06554523,-89.54833497,2019,46.0794408695911,84.8962672309572,15.7383686289126,2.65384615384615,2.65384615384615,5.66666666666667,5.66666666666667,1582.59568627677,43,0.4,0.466666666666667,0.152084817119767,0.15070106737532,17.885714285714283,32.8,-1.1,2.61,3.0,4.891504184482844,10.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
Heartland Farms,Monday,K-7,63738,44.19569184,-89.35979237,2019,50.4806820518885,91.5067526348181,16.3352424893069,0.942307692307692,0.942307692307692,1.53846153846154,1.53846153846154,1569.81308027773,43,0.4,0.466666666666667,0.0815300640568196,0.0888050663482536,18.14918032786885,32.9,-1.1,2.61,3.0,5.006825851545966,10.0,-6.495402298850574,8.3,-33.3,1.0,6.339941824360356,0.0,24.0,3.0
Heartland Farms,Monday,W-1,63741,44.25942425,-89.18661445,2019,45.1343428488425,91.5938272667178,16.7473675159342,0.846153846153846,0.846153846153846,1.75,1.75,1702.81669116494,43,0.4,0.466666666666667,0.126545858705727,0.122407350218159,18.916393442622947,34.4,1.5,2.61,3.0,4.930581925585997,9.0,-5.586206896551724,9.8,-32.8,1.0,6.286922055619926,0.0,21.0,3.0
Heartland Farms,Monday,W-2,63742,44.26145139,-89.19412327,2019,45.078224048008,91.5800051805131,16.2472739001373,0.853333333333333,0.853333333333333,2.75,2.75,1772.63617738127,43,0.4,0.466666666666667,0.131198904263866,0.127290429734923,18.916393442622947,34.4,1.5,2.61,3.0,4.930581925585997,9.0,-5.586206896551724,9.8,-32.8,1.0,6.286922055619926,0.0,21.0,3.0
Heartland Farms,Wednesday,H-73,63749,44.12277229,-89.73250391,2019,43.558861212967,86.7899979980513,14.4724156711672,1.86666666666667,1.86666666666667,4.34615384615385,4.66666666666667,1752.13371237771,43,0.4,0.466666666666667,0.055718440052432,0.0615522093682876,18.328813559322032,33.3,0.6,2.1113636363636363,1.0,4.925220316039067,11.0,-7.384269662921348,9.4,-34.4,0.0,6.899537186000305,0.0,27.0,3.0
Heartland Farms,Monday,C-33,63750,44.00741684,-89.60278953,2019,45.2281199242613,86.9413521358564,15.8035984284195,3.16666666666667,3.16666666666667,6.5,6.5,1603.21304204766,43,0.4,0.466666666666667,0.279679652362472,0.296634504887673,17.885714285714283,32.8,-1.1,2.61,3.0,4.891504184482844,10.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
Heartland Farms,Monday,C-38,63751,44.0179878,-89.6434259,2019,52.8215755938236,73.1085861212621,10.9650808575428,0.0,0.0,0.0,0.0,204.701198159418,43,0.4,0.466666666666667,0.113081768928951,0.133346920167354,17.885714285714283,32.8,-1.1,2.61,3.0,4.891504184482844,10.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
Heartland Farms,Monday,C-40,63753,44.04166449,-89.61268241,2019,46.0752089859968,86.1307421477258,16.0365974618498,2.09090909090909,2.09090909090909,3.36363636363636,3.36363636363636,1610.71070138574,43,0.4,0.466666666666667,0.187627407780505,0.192311344557149,17.885714285714283,32.8,-1.1,2.61,3.0,4.891504184482844,10.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
